	ABT-869	AG-1296	AG-370	CHIR99021	Doramapimod	Gefitinib	LY364947	Necrostatin-5	PD 0325901	PD 173074	Ruxolitinib	SB-431542	SP 600125	Uninhibited_TNF	Uninhibited_Untreated	Valproic Acid	Y-27632 2HCl
MAP2	0.0083371545291592	0.0135257232204206	0	0.0114425311504464	0	0.010749567329915	0.00525900051643385	0.0170839668661683	0	0.0379672342768191	0.0125923420657386	0.0163085363671249	0.0134831333573419	0.0126057916156024	0.00504683598230471	0.01002354196985	0.0211123567738147
RPE	0.242109545376013	0.283189025664077	0.24981663777574	0.333879456205584	0.0250915842826316	0.339305555685268	0.252537854870644	0.261251454519689	0.490471381924997	0.209132402593163	0.291481854895271	0.231697483417525	0.288130902000728	0.275277097002338	0.308146992336405	0.338948596488535	0.383812293497967
KANSL1L	0.0143357877515486	0	0.00573524393426264	0.0308259485992998	0	0.028220070272032	0.00411492152844645	0.0145188393839255	0	0.0313880137764104	0.0226454617674503	0.00726661350723357	0	0.0181480987473959	0.0118686125947577	0.00285167578727639	0.0192768774231972
AC007038.2	0	0.0118553734377818	0.0546179474575346	0.00964355976172887	0	0.0126623357506624	0.0136874337312484	0.0107686253859062	0	0	0.00202828154657279	0.00704249849008924	0.0038301555809197	0.0580958057572528	0.0061103626861685	0	0.0135813206538617
LANCL1	0.140574098230793	0.108527288384534	0.0670057431129444	0.103491026163039	0.231823933723128	0.215881786776223	0.101100388829798	0.132885482189218	0	0.127514060709304	0.114614691815124	0.114292251440556	0.149462329354402	0.151986046908002	0.14542308163923	0.0989433507616195	0.102747752247767
CPS1	0.185906466102907	0.173666354805069	0.218851401240543	0.0609584118137379	0.0875913383362522	0.0593785156102698	0.0552268982109718	0.0590807508770829	0	0.0131096821557561	0.079506181963278	0.102292320638307	0.135787992267843	0.0775265937508039	0.126728570330077	0.124943960313733	0.11259691958461
SPAG16	0.143055962079053	0.201046162013545	0.272258348810662	0.25214544523154	0.0839321541535569	0.348054882132598	0.22488144948847	0.195309620793892	0	0.380416359187279	0.219803962437105	0.230770997686203	0.219813818118568	0.199279085565253	0.207160075735798	0.27396148792859	0.267829645615441
BARD1	0.517616070155657	0.477558086085382	0.348834784188034	0.416960635452952	0.374088923906074	0.408574087303655	0.417908392291705	0.459965693611656	0	0.39283325306877	0.401942187528929	0.373469370404088	0.446474821538343	0.380027661241865	0.393420657033677	0.379352361208159	0.451428339312371
ATIC	1.10176931710024	1.01327677556801	0.834648591365991	1.1883186484621	1.19947539504317	0.84809610885181	1.16100342524715	1.04046907332468	0.490471381924997	1.06642511169826	0.974754969711151	1.02037645238027	0.858893363544665	0.940564952612027	0.911021879098882	1.08060466601637	0.928426259914069
FN1	0.438895455237855	0.195179551651073	0.413825794456012	0.449738330694324	0.396058795847863	0.444904173599281	0.338059500672813	0.19915771226624	2.46557919076143	0.0926638365487244	0.198601264535248	0.284704245320511	0.359026329627821	0.299572790106607	0.568347685641901	0.214167352311713	0.36951999421789
MREG	0.029671120104437	0.0470645536053682	0.00974625621932975	0.0406228776952383	0.0250915842826316	0.00563427895315097	0.0375268976833416	0.0177380058189162	0	0	0.0233480942337198	0.0191404530049259	0.0259321133758328	0.0275806608291015	0.0289895654966301	0.0494466299895678	0.0351042612982674
PECR	0.186731627832945	0.0529459717347737	0.149912523447872	0.0388985845954787	0.127447509279724	0.094745765633309	0.0916844410877225	0.0645828106889479	0	0.107723014270898	0.0757956550202791	0.0906457460728912	0.134534284025932	0.0935321706801883	0.107571635984718	0.0776003074793972	0.0917559894412555
XRCC5	5.48101369079045	5.08001393051381	5.08608604252586	5.40809929107232	5.24592025100709	5.20767828379393	5.34329001393573	5.7105105178632	1.6665088925939	5.0461511441636	5.63999310174789	5.27986698018451	5.54444557488064	5.1463152085044	6.2727438631139	5.06519331553581	5.52674035043531
LINC01963	0.0319809627570985	0.0329468014220449	0.0455525545769892	0.00525716114202244	0	0	0.0227063819402635	0.0402214316149233	0	0.053387612294682	0.0506974489928488	0.0374754301410105	0.0266342971165232	0.0211141308009979	0.0374770281271617	0.0420678308081071	0.0273022851755696
MARCH4	0.173269830991358	0.101469526633287	0.18690413794642	0.0457599996878859	0.347946742086486	0.11621362391352	0.0603089726087709	0.0688824323974882	0.257539467923459	0.0433397867042569	0.0809963777145984	0.0789104928606716	0.125982112926562	0.0995871534077587	0.0758737980660808	0.067982989878161	0.10158436078701
SMARCAL1	0.102694670513446	0.0977097369785574	0.0938045636932522	0.0674294568043181	0.132944308836342	0.0735468185214047	0.120289122987324	0.149397038234704	0	0.11885669879562	0.110860926259848	0.094280616627651	0.122736834109446	0.129102956256361	0.0860243493255937	0.0972272125716313	0.113224729490192
RPL37A	13.8187555580559	14.2293847315824	13.5976446611378	15.0811576447843	14.4745354295077	13.3025103795139	14.4972984315835	13.9948363143466	8.22659502768278	14.6973794344578	13.5558172551238	13.4714387488868	14.2755164648526	13.7431401426535	13.7946408791037	13.8314459241488	14.3632021349361
IGFBP2	1.68334806399543	1.77599364069203	1.02052891888663	1.18350915865578	1.81855107315952	1.09515120237517	0.960922400876182	1.24654907155632	0.683880947966903	1.31984205577058	1.29493879589456	1.13362196400356	1.53390303956798	1.20875399821545	1.3770880881094	0.951068651926936	1.10054154580742
TNS1	0.0612479782071794	0.0548965624088539	0.0361226284765096	0.00470519816177318	0.0891319938271452	0.0526138291483785	0.00496650341769933	0.00564741069043549	0.780277479541092	0	0.0169482835164786	0.0181731585416684	0.00771340943699078	0.0123762038864711	0.0159177162823008	0.0176438747356279	0.0405609056991148
ARPC2	4.29258914473309	4.27483072263287	4.48814128543245	4.29725182282067	4.6901642379946	4.5564348449047	4.01447453129016	3.99358020276884	8.99880181662405	5.41267417914664	4.53503564441419	4.03695209914186	4.19879658096753	4.48002330875034	4.41286058434826	4.41794463921787	4.41453615152173
AAMP	0.429368114330174	0.434903522060987	0.369028340832772	0.477719626719988	0.288390397249396	0.515499821439686	0.369582757579888	0.383692442468254	0.401733926121522	0.487757691861322	0.389279080832012	0.442410120428637	0.398431642565025	0.4803318773407	0.37580340728754	0.440318460648655	0.366667066264916
PNKD	0.981694943706135	1.17294321959546	1.45254774048646	1.0080969354083	0.837279492705303	1.05656452800205	1.15533214289581	1.29573967560453	0.903287192606823	0.911411522625807	1.00484556610877	1.16289864268348	1.153164790033	1.18833596645605	1.0408606952094	1.08810483229073	1.13373815506562
TMBIM1	0.167574393054899	0.132343243591851	0.108577703775375	0.15566124894506	0	0.105973424476434	0.109297023824918	0.155500439349327	1.20420110393093	0.242711788025943	0.14483476681434	0.115166142209517	0.181533618271715	0.137007782494593	0.162855141846301	0.0798122591589757	0.122582329182112
SLC11A1	0.00852958981189632	0.018504975276264	0.0110394162356695	0.00263798995717223	0	0.00993324856961221	0.0111203368766171	0.0178795932131657	0	0.0218250070931273	0.0114387205773801	0.0166383383868564	0.00949850239764467	0.0117977613848378	0.0202745208085455	0.00577745809176337	0.0151133448648047
CTDSP1	0.189837360148146	0.171714363359639	0.301502120906401	0.14425184206443	0.170248620051999	0.245560872513641	0.256594024333937	0.220505469028187	0	0.183001065164147	0.255370008212271	0.263348187766798	0.306632569817651	0.318655840284771	0.25481744216073	0.174118435522219	0.237087019187727
AC021016.3	0.00957460049979415	0.0108101608307959	0.00809683818468888	0.00700167830228906	0	0.0222364191676151	0.0137942712275082	0	0	0	0.0207522396599115	0.0122717465056677	0.0064776069129021	0.0172341062967766	0.0160224639105328	0.0117363225129073	0.00424447857005215
USP37	0.300824454646389	0.241076884844531	0.284736931531354	0.162138812481688	0.200036370055505	0.158970418817963	0.20814095075236	0.131288511872303	0	0.104946061120894	0.145356215205996	0.141437575954995	0.169508853840162	0.116402673709352	0.161696772826256	0.120563814563539	0.178772526056787
CNOT9	0.283205283562541	0.194814841876314	0.28218924413036	0.263832681470879	0.353120682527148	0.366476731745216	0.400541692972334	0.331360784876837	0.533845825325646	0.199718679193609	0.267978875089654	0.245389511997112	0.199328634133452	0.281029650432008	0.292308400024524	0.26739959384202	0.252849820509756
AC012510.1	0	0.0268907289512966	0.0125960448419196	0.0402499879887582	0	0.0465108604542639	0.0137691226230134	0.0175152652598193	0	0.0767360090259339	0.0258371706895855	0.0116457944891727	0.0194325297811469	0.0378016068964917	0.0254055322050509	0.0354072030270603	0.0177332318025621
ZNF142	0.0863585605209241	0.0698654215969713	0.0581526260466145	0.084417994217661	0	0.0943811776171384	0.061182810783607	0.0945625138082261	0.232931914001537	0.157845265425008	0.101569313201167	0.0696642342623148	0.145027663283154	0.103829802623415	0.0713286914486342	0.0804748650070646	0.105576147767579
BCS1L	0.26346084215052	0.263971380398644	0.240774991085493	0.389614746581997	0.210571079889403	0.351736147607239	0.239245921454139	0.283453165082053	0.168802012119984	0.295158252045389	0.288107854611396	0.253583900042921	0.249124555186801	0.330639904901845	0.280656445453074	0.351390109182086	0.327743967865133
RNF25	0.0879418208268253	0.141948866400191	0.1680441769336	0.150646257994856	0.17291246912134	0.117550418943808	0.0787924601459565	0.117676132944751	0.13650945327964	0.0337145691947358	0.100524317918388	0.0974708415349578	0.118721583516116	0.112524519033643	0.0958974634219733	0.135191181667659	0.116625948791589
STK36	0.0170186453230043	0.0401905137811965	0.0292147565126028	0.00652247403906162	0.0848616175472206	0	0.0130434392135568	0.0233932428688593	0	0	0.0198144316470852	0.0419884199996949	0.0432810845301584	0.0345848791374794	0.0369786470898527	0.0341038675100494	0.0409100325155763
TTLL4	0.089893614041734	0.117947294233295	0.0769893720022726	0.153584570863215	0.237869378344589	0.176163491801395	0.0987955026463957	0.110341790299977	0.153296644336455	0.0932618526031718	0.149220756029631	0.0955220177613089	0.0989598808875578	0.0884522317020954	0.119066260708695	0.149217976056781	0.116651492665805
AC097468.3	0.00530967342853578	0.0173952037795568	0.00805140013848408	0.0137631457866275	0	0	0	0.0224470355520165	0	0	0.000952980059178156	0.025478912030928	0.0113688654092425	0.017871909570911	0.00652830537466357	0.0067417154429779	0.0126704409724317
CNPPD1	0.153126501209425	0.0827717715176827	0.166917890692603	0.0986753187256357	0	0.1838237638077	0.193532756403679	0.160671805938513	0.369441367281177	0.111843176128557	0.167363920427752	0.145836147817347	0.0755943088817961	0.132020908776335	0.117627525578803	0.112657167012078	0.118767718362345
RETREG2	0.305467275152146	0.188418735573405	0.282667827697045	0.202924375032452	0.114838129596445	0.306264338214373	0.225074804711508	0.27434922252084	0.490900668576424	0.140993775241033	0.262325546177319	0.179690609144598	0.25649319532856	0.236196193265654	0.218569902452685	0.219770573336551	0.301266051622163
ZFAND2B	0.138622243389875	0.19047369757878	0.176226286583285	0.171093851901766	0.413735802886814	0.1743516142868	0.172224162780402	0.237473794430654	0.232931914001537	0.105929239881666	0.232553049966011	0.207591301259985	0.214260650247234	0.178603779338262	0.180538081663711	0.201021055358429	0.174737810360489
ATG9A	0.0169051767052033	0	0.00884165480411314	0.00470519816177318	0.0360984766442856	0	0.0109067153403372	0.0300085298096091	0	0	0.00930004783356454	0.0101843889932439	0	0.00577416079347761	0.00780447869823816	0.00607051756018615	0.0202981643769703
ANKZF1	0.13473584702039	0.117991775302594	0.0796842710522523	0.0188894196829613	0.0466157001678165	0.0983146502671576	0.0791607922715465	0.0830155048635274	0.168802012119984	0.0913644444349961	0.117660088807937	0.118788982024031	0.0932777799409097	0.0934918492166331	0.110802972649357	0.0764200366289048	0.119988895864558
GLB1L	0	0.0442875410347465	0.0406519478456629	0.0154999326213704	0	0.00874280500666644	0	0.00241936498443381	0	0.0172989430345806	0.0113521198636987	0.0274642251443	0.0238675317844899	0.0340889011027918	0.0237665483592422	0.0153763285324872	0.0343120290951585
STK16	0.255547824416765	0.220071565202547	0.203847578800282	0.240393779985835	0.252153379292718	0.208608159856366	0.322130693351282	0.278655033001871	0	0.300080596159953	0.24372171852688	0.257496936105466	0.233404920498466	0.231227847195501	0.235695584976058	0.217662497148557	0.241271965161012
TUBA4A	4.99274556212238	6.09615138570042	3.4415344508541	2.87806065310543	3.55220346701253	3.99216246719282	1.34572439052921	1.94270597347012	15.8779818085193	3.49547722973624	3.52679324669004	3.81099772297595	4.01906563498152	3.41356263057452	3.49794219912331	3.66947873332435	3.86639991492868
TUBA4B	0.0139924602720323	0.0189408988408909	0	0.00368643752262551	0	0	0	0	0	0.0359075130433424	0.0144531160769444	0.00665383682460631	0.024074853044678	0.00349211759217095	0.0148925195120668	0.00501418010132655	0.00896883531650825
DNAJB2	0.0558391512390903	0.155362125933188	0.127757605014392	0.0559971756335169	0.0612369871402327	0.0355307634643467	0.0509158788412901	0.0574202008552855	0.153296644336455	0.0766123884622114	0.112253924552762	0.0841943991430066	0.0935841583526745	0.0565020484983422	0.0957923931394465	0.0836592339552239	0.0817716568115172
PTPRN	0	0.0175026950680514	0.00536392918540689	0.00181558256416178	0	0	0.0148297972171148	0.00397072148803582	0	0.0155519786004774	0	0.00452835830292909	0.0111274901204633	0.010321884084507	0.00452672463848972	0.00928068051921655	0
DNPEP	0.541178666141258	0.522149136693206	0.509812770061383	0.754810907132174	0.414594169406984	0.635931093467506	0.561318019837878	0.538015567435687	0.474113477519609	0.69188053122448	0.550697978371063	0.535974052408099	0.522523589598026	0.559638874731101	0.43806331864694	0.4779772658756	0.450826410779829
SPEG	0.00457762274895401	0.0224917628360127	0.0513205764372429	0.00470519816177318	0	0.032554865772929	0.00453394450905315	0.0326881813203573	0	0	0.0111711263622826	0.00671141478434342	0	0.0158477664875311	0.00684672483347265	0.0139744643425325	0.00658022282929045
GMPPA	0.113466587224277	0.100423500582321	0.212380224057055	0.170264391107815	0.0497039396850436	0.122568826976988	0.150795169917695	0.147987817917511	0.687142469662101	0.199910490850129	0.172802832795261	0.172306408360366	0.16202924595716	0.186281520817769	0.163774234353971	0.147155303904735	0.176739309771963
CHPF	0.231839361442617	0.243166293997118	0.229758536480749	0.245172003279304	0.169243236078244	0.174384965443186	0.255276324441415	0.259614346185045	0	0.294197225386022	0.197475845928367	0.160423088687737	0.188947755425383	0.205646235737885	0.140179192486829	0.184100326522522	0.225808543043473
OBSL1	0.0665695825928192	0.0693224757646758	0.106703386227903	0.0375662142372468	0	0.0545989196532994	0.0950430812912598	0.0621835183271396	0.45860810973608	0.0865187750427413	0.0825274144341916	0.0807996934722894	0.0607820101603994	0.0516729039736582	0.0598545634986949	0.0717697855989167	0.085318065198146
STK11IP	0.0447117784427739	0.0712924602605191	0.0156843559132906	0.0710473319569724	0.051562338867691	0.0458733629170994	0.0690596121904142	0.0421311920523378	0	0.0758866560562787	0.0665913969639608	0.0516854533118721	0.043538711119715	0.0627814268037681	0.039052383266892	0.0560565578673184	0.0646866589378895
SLC4A3	0.0125881970528038	0.0249109204126338	0.0139272896012515	0.011666249283447	0	0.0180393473188224	0.037472761239261	0.014338924235032	0	0.0179457499977568	0.021518135736158	0.0155744766589146	0.0103624795341029	0.0395493849306253	0.0308927229039141	0.0179650706647237	0.0101978825073621
SGPP2	0.0760462908113517	0.0153158052584262	0.00880855486848828	0.0329107351716408	0.051562338867691	0.030866675066628	0.0241107859809337	0.0237379462584297	0	0.0323750323750324	0.0198278455820315	0.0139695233964855	0.0445298043063245	0.0162513027583429	0.016177825894963	0.0469621699671324	0.025946328158923
FARSB	0.330156226500395	0.416673925821214	0.324359932400638	0.522454357380268	0.342374388748566	0.355741383121662	0.363390240383485	0.600168114768267	0.257539467923459	0.371776353148958	0.460211615350771	0.381138944501958	0.502491930425651	0.387080757561393	0.436737877723381	0.346572140628716	0.345002061908715
ACSL3	1.0800596303124	1.02774829939131	1.03850525449617	0.652215052651307	0.85861785090951	0.966453301831911	0.999336926895467	1.15432886035642	0.964558930296896	0.988680841030742	0.984303375184199	1.02858188211676	0.777100326303127	0.998422897572094	1.01021605680286	0.926166797471777	0.964665412426548
KCNE4	0	0	0.0236554830390498	0.0267417997936001	0	0.0128310322793854	0.00798015225045967	0.0145348671625904	0	0.0337145691947358	0.01295819549024	0.00965167649399512	0	0.0115063031687456	0.0109884699989604	0.0143357652373214	0.00298737981397586
SCG2	0.0716377042371472	0.0391081298530246	0.0140877809631816	0.0761964987907445	0	0	0.0265086113941869	0.0398944080635263	0	0	0.0466872944776441	0.0528748838187718	0.0113514349749151	0.0176289044616617	0.027334201940115	0.0401893171175926	0.0413083644489657
AP1S3	0.262167439692521	0.219371609516378	0.17805572311802	0.214017571408763	0.285792293755361	0.152217274890183	0.187981871432951	0.159738058925166	0.497067302912814	0.3030551592558	0.17232613534675	0.177892006550888	0.33760082373198	0.183039231680561	0.203205786224237	0.18169931713231	0.212316320067262
WDFY1	0.239921633865708	0.254320318637592	0.203734635713104	0.257478438994912	0.338810828119365	0.319677179431469	0.307442316383003	0.238978591474907	0	0.142244910288817	0.287969535369607	0.30656460645015	0.273215276035215	0.211722361657435	0.247156227051554	0.270438889002494	0.262745294831141
MRPL44	0.20409007446335	0.250866633712133	0.144880823826459	0.312977089500485	0.212730867848642	0.220860878583044	0.202244061898986	0.257997281278465	0	0.257862301356038	0.219541107192539	0.207798559513648	0.172611174228334	0.242956022171342	0.320680013675059	0.295859686116755	0.237036690917938
SERPINE2	0.696492447230868	0.520276989866201	0.617565336465676	0.721843098882526	0.613427168013594	0.809947659018804	0.557446229664524	0.380742180534885	1.98105577468243	0.841586467015201	0.549241392073505	0.536763006605682	0.67683252164249	0.589207461940631	0.518981955518743	0.508107121997321	0.569745650339124
CUL3	0.997334363090777	0.830049053328042	1.2065471269841	0.826216080399994	1.0989465326249	0.970728759270135	1.13252646439518	1.02924198139581	0.153296644336455	0.695529585639774	1.00788066817625	0.940850648415939	0.929829738685863	0.987863512579399	1.12540843942024	0.936170367878401	1.07177177669076
DOCK10	0.286474117342302	0.3177347716646	0.367548023091627	0.285290279223629	0.236006786848296	0.398023569584805	0.407403196532101	0.32728725107916	0.674752832680801	0.384172189783724	0.389110937098281	0.332555268607265	0.225789364293987	0.524088604958759	0.36009817744758	0.346091448821195	0.437430020247286
IRS1	0.158559764481988	0.160395162345397	0.157017633960834	0.24675455831734	0.323139680542605	0.22669462202893	0.174057676025665	0.140602317467618	0.13650945327964	0.154216200953195	0.248706625236167	0.176054100618565	0.101789316361393	0.28452917105272	0.181748162251373	0.231321879884094	0.159354379807295
RHBDD1	0.0764239151450263	0.0760303660986282	0.0328976640584803	0.100923483511688	0.0730329709889632	0.0499414417178756	0.0742570200440386	0.091821593077634	0.665869315032799	0.0887299447928934	0.0667667953230877	0.0736690597647002	0.0597287859557558	0.0780144334576445	0.0580016491848955	0.0676335908238611	0.0834039046321843
COL4A4	0.0646394186490739	0.176194616687008	0.0394394459289354	0.016362308858625	0.0250915842826316	0.0475665302533434	0.0757217259899133	0.0384332871657565	0	0.0236155390246782	0.0587345010488697	0.0653568581666186	0.0582065598802943	0.0472732331697104	0.0868446878375737	0.0390974090854252	0.0563410437013447
COL4A3	0.010922813935326	0.0336067564719715	0	0.00519656257778605	0	0.00789689809842694	0.00578969064524944	0.00914109100228796	0	0	0.00408628019550601	0.00951660306900916	0.00909802208999764	0.00201756899077164	0.0168984211958895	0.00880754827974662	0.00668943751195737
MFF	1.88946967041201	1.41783778290021	1.59084720783608	1.28518487346306	2.15726811898112	1.45396042564348	1.71705412715901	1.9661492127409	0.960161376221381	1.85461867384671	1.68285678536108	1.73043843013979	1.69280004702172	1.63946459141473	1.30672528377023	1.49519021576501	1.6059537429821
TM4SF20	0.103498855427229	0.351968533491389	0.11144253422495	0.00946138383616776	0.207967894196347	0.145268341487182	0.106755415666448	0.0729562908831025	1.00592774612792	0.0658615639282245	0.0651188597682081	0.153200889571614	0.280273207824905	0.16801176582008	0.279369456152309	0.128694452311751	0.138057369116787
AGFG1	1.3755766885168	1.15353787937716	1.08765271200769	0.823519482746679	0.846318345533421	1.12580079264228	1.2262063546732	1.49413769618808	0.426341480043444	1.48033821658523	1.07363409755493	1.0545251146861	1.21122318279266	1.17895687601809	1.15395129377192	1.10344192684476	1.1765402722724
SLC19A3	0.0432572793943644	0.0253929172011937	0.00974625621932975	0.0346632361941762	0.137919844536488	0.0233273374060332	0.0801897186493554	0.0318250620514742	0	0	0.0206925770804509	0.0152415082866716	0.0321856030719578	0.0310296184371553	0.0276963279734663	0.0477665204691534	0.030770684986088
CCL20	0.133290677870797	0.0277566683601957	0.043812845676956	0.0289183767075238	0	0	0.0706677738349028	0.108473467975271	0	0	0.0326877755633402	0.0310085395001954	0.0254413897495493	0.072042151091289	0.00734954279439437	0.0562565265347728	0.0569689641131045
DAW1	0.00596696093729022	0.0494804885606763	0.00529417058876471	0.00263798995717223	0	0.0110299794842382	0.0339486252284586	0.0506251837724176	0	0.0535539657722668	0.0246737103240674	0.0328776339326723	0.03039586645443	0.0149831552376674	0.0131705505051319	0.0186837369484835	0.0185868659556559
PID1	0.014458101824212	0.0250012571703224	0	0.0126865126592673	0.0593076932267225	0.0304477993953374	0.00447390060603458	0.0251538776464097	0	0	0.0149668517857336	0.0103548051050232	0.0120815322015373	0.0114685605545867	0.0144798713445617	0.0210306132093065	0.0265369179376211
DNER	0.0099652213773929	0.0134318264872667	0.0207713502175715	0.0115819480376764	0	0.00658809268128784	0.00915504171850524	0.0323549826951604	0	0.0179457499977568	0.00805991444721373	0.00385567364567756	0.0353940707461799	0.00524455419668332	0.0195891529639953	0.0154583063336139	0.0123796169002887
TRIP12	1.02884255068311	0.92582925007521	1.26860003120924	1.09456788777501	0.938979926769318	1.06384648929777	1.28815064262911	1.14598224928425	0.490471381924997	0.785351690758382	1.13606061176621	0.941433564631597	1.22516167004565	1.03537509034038	1.21507498361923	1.16801089297191	1.1110609522222
FBXO36	0.0251407456180022	0.0585958178754302	0	0.0159019653124249	0.024612355402412	0.0205939931697298	0.0200004437100036	0.00437612822055686	0	0.0748245635152212	0.0208210432060039	0.0154074045236983	0.00568834685263769	0.0208683219382111	0.0172871124661059	0.0212026743434846	0.0176845941685515
SP110	0.0497535973429125	0.0700123723532547	0.120192101304382	0.110979851819049	0.0639084463275039	0.122106970451729	0.165636225705823	0.0546659593415145	0.394048921203099	0.116153486155765	0.0824945204266832	0.0846623541014266	0.0792001406803167	0.13613567728289	0.0866735259770758	0.113414262061972	0.106885806190414
SP140L	0.0519493682120392	0.0529973061669914	0.0952277298416744	0.0515249275061947	0	0.0742045332611525	0.125752659539398	0.0977866208952114	0.65036394724927	0.0912970442916096	0.0977056979681707	0.0343724569270464	0.0544562592318841	0.0714912662191009	0.0269342367308017	0.0301725700057966	0.0654405430723158
SP100	0.292096784545209	0.206836978693342	0.197374349009211	0.206994544943167	0.310985231320471	0.448588111067131	0.387155662095132	0.339002493504755	0.691540023737617	0.253815748409589	0.324872076223644	0.268204423841006	0.379102318705913	0.31848437668915	0.251905625264223	0.298846252764941	0.316969927890689
CAB39	0.177808281983275	0.14042608789117	0.190218100211868	0.174012699766142	0.136474336931774	0.178134239269271	0.226988304722822	0.176854647168684	0	0.137403078129469	0.143975722679842	0.12195452348436	0.128679355716907	0.156934704088915	0.152912215028979	0.108110001001593	0.181831845994197
ITM2C	0.149365321459371	0.12019707743608	0.262210249864086	0.135019525778497	0.0972885375712028	0.210176861621011	0.185589280220729	0.244015925630503	0.32209865645644	0.335582256406259	0.235748573578679	0.161535570776901	0.206369213008955	0.205871704666608	0.243320076388949	0.250691707464873	0.214424765032997
C2orf72	0.0203817566278648	0.0230133867459539	0	0.0212650430947718	0	0.0173689512627228	0.0113659082456458	0.0233978002263331	0	0.0228616933214803	0.0480120080417396	0.0134783198574681	0.0193717678726277	0.019364714464225	0.022357441222291	0.0185652553587508	0.0186445951975308
PSMD1	2.61827169330542	2.91197011018643	2.93707674640285	3.12267444071732	2.94372362865671	3.23942595276042	2.97713212802979	3.16088797084949	2.12155942453387	3.23468552756358	3.33490059409948	2.98338763107355	2.93035296966053	3.0455869888764	3.09231657371742	3.08154739809242	3.0859373144831
ARMC9	0.156532984014244	0.0762382857579426	0.0245543553119298	0.0823628885351848	0.108091672480293	0.0687722235857249	0.126180409839423	0.0914234474076453	0	0.121774970155294	0.0854191577730125	0.112515559932511	0.112750795392304	0.118390788452304	0.0737940185043467	0.0545636653972627	0.153131199596501
NCL	16.7468267181641	14.2638203401756	16.3528623274297	17.6047272691591	17.4225627595821	17.4621755252293	16.50389427214	16.6795486522933	7.05266665417829	17.5535331580895	17.4660952187092	15.3078164260011	16.2668697445543	17.1318303442182	17.2821231916954	14.959955348921	17.1254309031012
LINC00471	0	0.00845131367219721	0	0.0137254481379054	0	0.00789689809842694	0.00171698815552891	0.00852152868578471	0	0.0240318181272004	0.00821977908949742	0.00331633775914302	0.00523938762037493	0.00227240913544831	0.0103393180141165	0.00898202687763851	0.0138325433832428
PTMA	33.702703223263	32.3529464655196	32.5189122283153	38.5429839804711	34.7941507051154	34.4963206795474	33.4127331528607	32.6108543720505	23.3491922129937	35.5655470606931	34.4630976161248	34.1573832024256	35.6320369256713	34.4222377670034	32.6372964160196	35.0336241074451	32.2082110231197
PDE6D	0.097385581922791	0.0679172188949203	0.164378437473115	0.0834002497908926	0.0342161089440909	0.0665814570265684	0.0858813625220436	0.0841332862736316	0	0.0934565810054195	0.0835252550458923	0.0727913837209135	0.0650047824429584	0.130193619604374	0.0844193528226359	0.0996365615302359	0.077985789677833
COPS7B	0.210868800242176	0.0729376141747679	0.115025848077603	0.221668470081206	0.0790252403735732	0.152413410215666	0.204556012390069	0.146142003035733	0.13650945327964	0.143184133369649	0.172303063172725	0.154693476428123	0.117187156540829	0.180782022244506	0.147489091423522	0.121862434419582	0.153029008395218
DIS3L2	0.121628752263431	0.134137212418926	0.122711425180949	0.104255830338002	0.180625004158792	0.231219545491881	0.138397004423599	0.155023389579845	0	0.166365937146933	0.176332353595017	0.132095312463722	0.126443478194743	0.150388860989595	0.118351997385391	0.200773650210165	0.211357069411081
TIGD1	0.0583836343364562	0.0427538393547989	0.0464927549006307	0.0563645765822722	0.0466157001678165	0.0378978536038463	0.0586556266476491	0.0230936354093193	0	0.0355514962289287	0.0542278179313173	0.0322191712840012	0.0230260587866975	0.0341518712700426	0.0506981663509664	0.0418633499875619	0.0603407494967287
EIF4E2	1.16142151443177	1.20128429550209	1.03678943126631	1.10483279071278	1.14099551686526	1.06732489335496	1.00172201927948	1.06136714653213	1.48460598775063	1.23170151558483	1.19843701733844	0.972782806989757	1.07328010801969	1.1463396852974	1.10984098354649	1.1450644713196	1.05311692922094
EFHD1	0.029577660001792	0.0218267047423508	0.00805140013848408	0.0081833471376599	0.0612369871402327	0.0127457814626545	0.0218759610318653	0.00908290281454358	0	0.0172989430345806	0.0195214609007305	0.00948147841898099	0.0298584239689858	0.0113726660133055	0.0136463617919169	0.0176366108912907	0.0133514919286481
GIGYF2	0.665166278181736	0.695366322817606	0.608570637902281	0.727172426989295	0.848828660483495	0.743449242111114	0.805084257305942	0.712686650263257	0	0.673954787900459	0.799580785954453	0.807604984464255	0.827446434152248	0.718603298359264	0.759818769610561	0.791324576878317	0.863431812558373
SNORC	0.975411820001715	0.913096832421355	0.501957751807509	0.154810595101515	0.131894098044993	0.485472676223479	0.185680082772757	0.279518666780715	1.0765961876013	0.566313001313724	0.445894101556484	0.664468973665547	0.716825004273803	0.552920910574974	0.382694655632286	0.444814656489583	0.470348897583441
NGEF	0.0787096257369292	0.101633523323823	0.0959102767996245	0.0257576391479645	0.122434548922998	0.0153484635319507	0.0423371035066201	0.0665466552632558	0	0.139727184936179	0.0828337210866155	0.07933147048952	0.05127751577757	0.0666959024962474	0.0551250505865326	0.0865991981167654	0.0864706338803306
ATG16L1	0.30555146583723	0.318227574818649	0.297553336595117	0.198292330812412	0.236490010556287	0.112045514597619	0.189341370452483	0.192468171516173	0.273018906559279	0.108300272600114	0.194835370674799	0.24377118998134	0.299924502641587	0.214650480931534	0.200991636402592	0.231583976144735	0.227155821006611
